统计时间,货币和准货币（广义货币M2）,货币和准货币（广义货币M2）同比增长,货币(狭义货币M1),货币(狭义货币M1)同比增长,流通中现金(M0),流通中现金(M0)同比增长,活期存款,活期存款同比增长,准货币,准货币同比增长,定期存款,定期存款同比增长,储蓄存款,储蓄存款同比增长,其他存款,其他存款同比增长
1986.6,,,2990.8,13.31,888.46,17.29,,,,,,,,,,
1986.5,,,2922.83,7.63,865.06,17.23,,,,,,,,,,
1986.4,,,2880.7,4.37,881.55,15.88,,,,,,,,,,
1986.3,,,2854.09,1.14,898.79,14.12,,,,,,,,,,
1986.2,,,2882.59,0.41,960.27,13.82,,,,,,,,,,
1986.1,,,3009.35,2.87,1050.63,25.17,,,,,,,,,,
1985.12,,,3011.39,5.84,987.83,24.71,,,,,,,,,,
1985.11,,,2838.29,9.47,902.35,28.78,,,,,,,,,,
1985.10,,,2736.56,12.09,839.2,30.39,,,,,,,,,,
1985.9,,,2719.54,16.99,827.12,40.86,,,,,,,,,,
1985.8,,,2689.34,19.66,799.62,47.65,,,,,,,,,,
1985.7,,,2679.89,23.22,783.74,50.93,,,,,,,,,,
1985.6,,,2639.4,25.51,757.5,54.33,,,,,,,,,,
1985.5,,,2715.74,30.51,737.89,53.22,,,,,,,,,,
1985.4,,,2760.11,33.11,760.76,51.53,,,,,,,,,,
1985.3,,,2822.05,36.62,787.59,54.07,,,,,,,,,,
1985.2,,,2870.78,38.53,843.69,58.89,,,,,,,,,,
1985.1,,,2925.38,34.83,839.35,35.71,,,,,,,,,,
1984.12,,,2845.24,31.42,792.11,49.52,,,,,,,,,,
1984.11,,,2592.64,15.1,700.71,35.37,,,,,,,,,,
1984.10,,,2441.33,14.16,643.59,31.71,,,,,,,,,,
1984.9,,,2324.55,11.64,587.2,25.66,,,,,,,,,,
1984.8,,,2247.44,10.51,541.57,23.18,,,,,,,,,,
1984.7,,,2174.91,7.67,519.27,18.51,,,,,,,,,,
1984.6,,,2103.01,6.48,490.84,16.32,,,,,,,,,,
1984.5,,,2080.79,6.28,481.59,15.98,,,,,,,,,,
1984.4,,,2073.6,5.37,502.06,16.53,,,,,,,,,,
1984.3,,,2065.67,7.26,511.19,17.98,,,,,,,,,,
1984.2,,,2072.29,7.6,530.99,15.46,,,,,,,,,,
1984.1,,,2169.61,9.3,618.47,28.06,,,,,,,,,,
1983.12,,,2165.04,14.85,529.78,20.65,,,,,,,,,,
1983.11,,,2252.51,27.52,517.64,28.1,,,,,,,,,,
1983.10,,,2138.54,26.28,488.63,25.81,,,,,,,,,,
1983.9,,,2082.24,26.74,467.28,23.82,,,,,,,,,,
1983.8,,,2033.77,26.26,439.65,22.14,,,,,,,,,,
1983.7,,,2019.99,27.21,438.16,22.32,,,,,,,,,,
1983.6,,,1975.1,26.01,421.97,19.71,,,,,,,,,,
1983.5,,,1957.82,25.88,415.25,18.82,,,,,,,,,,
1983.4,,,1968.01,26.76,430.86,17.3,,,,,,,,,,
1983.3,,,1925.79,22.69,433.27,14.66,,,,,,,,,,
1983.2,,,1925.99,21.99,459.91,14.14,,,,,,,,,,
1983.1,,,1984.95,21.16,482.96,9.02,,,,,,,,,,
1982.12,,,1885.11,15.19,439.12,10.79,,,,,,,,,,
1982.11,,,1766.36,11.73,404.1,12.3,,,,,,,,,,
1982.10,,,1693.45,35.44,388.4,12.5,,,,,,,,,,
1982.9,,,1642.91,17.91,377.4,13.28,,,,,,,,,,
1982.8,,,1610.77,18.75,359.96,12.43,,,,,,,,,,
1982.7,,,1587.92,20.3,358.21,13.55,,,,,,,,,,
1982.6,,,1567.42,20.78,352.49,15.05,,,,,,,,,,
1982.5,,,1555.3,22.65,349.47,14.04,,,,,,,,,,
1982.4,,,1552.52,22.5,367.33,15.5,,,,,,,,,,
1982.3,,,1569.69,21.77,377.87,16.05,,,,,,,,,,
1982.2,,,1578.76,20.57,402.92,15.17,,,,,,,,,,
1982.1,,,1638.32,19.54,443.01,6.74,,,,,,,,,,
1981.12,,,1636.56,24.38,396.34,14.48,,,,,,,,,,
1981.11,,,1580.86,31.05,359.85,16.46,,,,,,,,,,
1981.10,,,1250.32,10.34,345.23,20.78,,,,,,,,,,
1981.9,,,1393.37,28.81,333.15,21.43,,,,,,,,,,
1981.8,,,1356.45,29.95,320.16,23.15,,,,,,,,,,
1981.7,,,1320.01,30.37,315.46,25.33,,,,,,,,,,
1981.6,,,1297.76,32.01,306.38,25.93,,,,,,,,,,
1981.5,,,1268.12,32.48,306.44,26.04,,,,,,,,,,
1981.4,,,1267.41,32.73,318.04,25.18,,,,,,,,,,
1981.3,,,1289.05,33.73,325.62,24.52,,,,,,,,,,
1981.2,,,1309.39,34.19,349.86,25.32,,,,,,,,,,
1981.1,,,1370.5,32.81,415.03,38.15,,,,,,,,,,
1980.12,,,1315.74,23.04,346.2,29.32,,,,,,,,,,
1980.11,,,1206.27,26.22,309.0,31.42,,,,,,,,,,
1980.10,,,1133.15,26.56,285.84,29.4,,,,,,,,,,
1980.9,,,1081.75,24.17,274.35,21.63,,,,,,,,,,
1980.8,,,1043.81,22.86,259.97,20.72,,,,,,,,,,
1980.7,,,1012.49,21.8,251.71,18.2,,,,,,,,,,
1980.6,,,983.04,20.67,243.3,16.57,,,,,,,,,,
1980.5,,,957.2,18.3,243.13,16.33,,,,,,,,,,
1980.4,,,954.89,14.35,254.07,16.91,,,,,,,,,,
1980.3,,,963.91,15.68,261.49,19.39,,,,,,,,,,
1980.2,,,975.8,18.57,279.18,22.25,,,,,,,,,,
1980.1,,,1031.89,21.2,300.41,16.79,,,,,,,,,,
1979.12,,,1069.36,24.42,267.71,26.26,,,,,,,,,,
1979.11,,,955.66,18.24,235.13,23.4,,,,,,,,,,
1979.10,,,895.32,14.99,220.9,19.25,,,,,,,,,,
1979.9,,,871.19,14.11,225.57,19.81,,,,,,,,,,
1979.8,,,849.58,12.38,215.35,18.25,,,,,,,,,,
1979.7,,,831.28,11.37,212.96,17.64,,,,,,,,,,
1979.6,,,814.67,9.34,208.71,16.95,,,,,,,,,,
1979.5,,,809.14,6.76,209.0,14.73,,,,,,,,,,
1979.4,,,835.08,3.33,217.33,12.82,,,,,,,,,,
1979.3,,,833.24,0.65,219.02,12.4,,,,,,,,,,
1979.2,,,823.0,-1.24,228.36,10.91,,,,,,,,,,
1979.1,,,851.39,-2.2,257.22,12.03,,,,,,,,,,
1978.12,,,859.45,,212.03,,,,,,,,,,,
1978.11,,,808.27,,190.54,,,,,,,,,,,
1978.10,,,778.64,,185.24,,,,,,,,,,,
1978.9,,,763.47,,188.27,,,,,,,,,,,
1978.8,,,755.99,,182.12,,,,,,,,,,,
1978.7,,,746.43,,181.02,,,,,,,,,,,
1978.6,,,745.08,,178.46,,,,,,,,,,,
1978.5,,,757.93,,182.17,,,,,,,,,,,
1978.4,,,808.17,,192.63,,,,,,,,,,,
1978.3,,,827.83,,194.86,,,,,,,,,,,
1978.2,,,833.35,,205.89,,,,,,,,,,,
1978.1,,,870.53,,229.59,,,,,,,,,,,
